Üle vaadatud (Johannes),import,review,base_url pubkeskus,standard_id pubkeskus,id-url,id-length,name,title,Title changed,description (valueset),CS.codingPrinciples,VS.changeManagement,oid,void,publisher,email,www,endorser,versioningAlgorithm,version_number,semver_version_number,released,last_csv_id,link,createCS,supplement,createVS,VSbasedOn,columns,map,VSproperties,TermXCS,TermXVS,Errors/Problems,content_2rows
FALSE,5,Rutt,Anesteesia riskid,645,anesteesia-riskid,17,AnesteesiaRiskid,Anesteesia riskid,,Anesteesia riskid ASA klassifikaatori järgi.,,,,.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Anestesioloogide Selts,integer,1,1.0.0,2007-05-31,13201,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/13201.csv,1,-,1,-,KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS,"KEHTIVUSE_ALGUSE_KPV=effectiveDate,
LÜHINIMETUS=synonym,
NIMETUS=display|et,
KOOD=concept-code,
SELGITUS=definition|et,,
STAATUS=status",definition,https://termx.kodality.dev/resources/code-systems/anesteesia-riskid/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/anesteesia-riskid/versions/1/summary,"Concept has no active version;
OID väärtus puudub","KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS\r
1;ASA 1;ASA füüsiline staatus klass 1;ASA füüsiline staatus klass 1;;0;31.05.2007;;;;1;Patsiendil on normaalne seisund\r
2;ASA 2;ASA füüsiline staatus klass 2;ASA füüsiline staatus klass 2;;0;31.05.2007;;;;1;Kerge süsteemne haigusseisund"
TRUE,5,OK,Antibiootikumtundlikkuse uuringu vastus,32083,antibiootikumtundlikkus,23,Antibiootikumtundlikkus,Antibiootikumtundlikkuse uuringu vastus,,Põhineb SNOMED CT-l.,,,1.3.6.1.4.1.28284.6.2.1.268,1.3.6.1.4.1.28284.6.2.1.268.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Laborimeditsiini Ühing,integer,1,1.0.0,2021-05-31,49010,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/49010.csv,1,SNOMED-EE,1,SNOMED-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Kehtivuse_alguse_kpv=effectiveDate,
Lühinimetus=synonym,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/antibiootikumtundlikkus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/antibiootikumtundlikkus/versions/1/summary,"Lühinimetused? Kas teha supplement nende jaoks või võib loobuda? Neid ei saa vist default value setti ka lisada?
Kas CodeSystem ei peaks olema SNOMED
Concept has no active version","Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
131196009;T;Tundlik;Susceptible (qualifier value);;0;28.04.2020;;31.05.2021;ELMÜ;1;\r
30714006;R;Resistentne;Resistant (qualifier value);;0;28.04.2020;;31.05.2021;ELMÜ;1;"
TRUE,5,OK,Apgari komponendid,261,apgari-komponendid,18,APGARKomponendid,APGAR komponendid,,Võimalikud vastsündinu APGAR hindamisskaala komponendid.,,Uuendamine toimub vastavalt taotluste esitamisele ja järgnevale loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.17,1.3.6.1.4.1.28284.6.2.1.17.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Terviseamet,integer,1,1.0.0,2007-05-31,35109,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/35109.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Selgitus=comment,
Kood=concept-code,
Vanem_kood=parent,
Nimetus=display|et,,
Staatus=status",parent,https://termx.kodality.dev/resources/code-systems/apgari-komponendid/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/apgari-komponendid/versions/1/summary,"Hierarhia aste ära märkida?
Concept has no active version","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;südame löögisagedus;südame löögisagedus;südame löögisagedus;;0;1.01.2012;;;EKL,TA;1;\r
11;on alla  100 x' ;on alla  100 x' ;on alla  100 x' ;;1;1.01.2012;;;EKL,TA;1;1 punkt"
TRUE,5,OK,Arengu hindamine,12486,arengu-hindamine,16,ArenguHindamine,Arengu hindamine,,"Lapse arengu hindamise etapid, kus märgitakse lapse oskused 0 - 5 eluaastaste seas.",,Uuendamine toimub vastavalt lastearstide seltsi ettepanekutele.,1.3.6.1.4.1.28284.6.2.1.37,1.3.6.1.4.1.28284.6.2.1.37.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,1,1.0.0,2008-01-01,13203,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/13203.csv,1,-,1,-,KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS,"NIMETUS=display|et,
KOOD=concept-code,",,https://termx.kodality.dev/resources/code-systems/arengu-hindamine/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/arengu-hindamine/versions/1/summary,"Concept has no active verison;
","KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS\r
1;silmakontakt;silmakontakt;silmakontakt;;;1.01.2008;;;Sotsiaalministeerium;1;\r
2;reageerib vanemate häälele;reageerib vanemate häälele;reageerib vanemate häälele;;;1.01.2008;;;Sotsiaalministeerium;1;"
TRUE,5,OK,Arengu hindamise vanusegrupp,12490,arengu-hindamise-vanusegrupp,28,ArenguHindamiseVanusegrupp,Arengu hindamise vanusegrupp,,"Vanusegrupid. Tervise kontrollkaardi arengu hindamise vanusegrupp. Kui vanusegrupp on määratud, siis läheb arengu hindamine lapse tervishoiukaardile vastavasse vanusegruppi. Seotud ravijuhendiga ""Lapse tervise jälgimise juhend"".",,Uuendamine toimub vastavalt seadusandluse muudatusele.,1.3.6.1.4.1.28284.6.2.1.38,1.3.6.1.4.1.28284.6.2.1.38.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,1,1.0.0,2008-01-01,12492,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/12492.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,
Lühinimetus=synonym,
Kehtivuse_alguse_kpv=effectiveDate",,https://termx.kodality.dev/resources/code-systems/arengu-hindamise-vanusegrupp/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/arengu-hindamise-vanusegrupp/versions/1/summary,"Vajab uuendamist teiste vanusegrupi loenditega. EI sega migreerimist.
Concept has no active version;
Puudu on kood 4,5k (VS avaleht viitab 23 koodile, kuid kokku lugedes on 22 - 
SAMA PROBLEEM KÕIKIDEL VANUSEGRUPI LOENDITEL);
Miks ei võiks ühildada kõik vanusegrupi loendid üheks üldiseks?","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1p;1p;1 päev;1 päev;;;1.01.2008;;;Sotsiaalministeerium;1;\r
1n;1n;1 nädal;1 nädal;;;1.01.2008;;;Sotsiaalministeerium;1;"
TRUE,5,OK,Arsti otsus,29363,arsti-otsus,11,ArstiOtsus,Arsti otsus,,Arsti otsus patsiendi poolt taotletud tervisetõendile - patsiendi terviseseisundi vastavus kehtestatud tervisenõuetele. Lisaks kasutatakse antud loendit E-labori projektis laboritest analüüside tellimisel.,,Uuendamine toimub vastavalt taotluste esitamisele ja järgnevale loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.259,1.3.6.1.4.1.28284.6.2.1.259.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2014-01-01,29366,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29366.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/arsti-otsus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/arsti-otsus/versions/1/summary,"Concept has no active version;
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;jah;jah;jah;;;1.01.2014;;;EPS;1;\r
2;jah tingimustega;jah tingimustega;jah tingimustega;;;1.01.2014;;;EPS;1;"
TRUE,5,OK,Artikulatsiooniharjumused e verbaalne kõne,12494,artikulatsiooniharjumused,25,Artikulatsiooniharjumused,Artikulatsiooniharjumused,,Tervise kontrollikaart arengu hindamise teatis - lapse artikulatsiooniharjumused e verbaalse kõne hinnangud,,Uuendamine toimub vastavalt lastearstide seltsi ettepanekutele.,1.3.6.1.4.1.28284.6.2.1.39,1.3.6.1.4.1.28284.6.2.1.39.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,1,1.0.0,2008-01-01,13204,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/13204.csv,1,-,1,-,KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS,"NIMETUS=display|et,
KOOD=concept-code,",,https://termx.kodality.dev/resources/code-systems/artikulatsiooniharjumused/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/artikulatsiooniharjumused/versions/1/summary,"Concept has no active version;
","KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS\r
I01;koogab, kisab;koogab, kisab;koogab, kisab;;;1.01.2008;;;Sotsiaalministeerium;1;\r
I02;ei kooga, kisa jõuline;ei kooga, kisa jõuline;ei kooga, kisa jõuline;;;1.01.2008;;;Sotsiaalministeerium;1;"
TRUE,5,OK,Broneeringu tühistamise tagasilükkamise põhjuse kood,46109,bron-tyhistamise-tagasilykkamise-pohjus,39,BronTyhistamiseTagasilykkamisePohjus,Broneeringu tühistamise tagasilükkamise põhjus,1,Digiregistratuuris kasutatavad broneeringu tühistamise tagasilükkamise põhjuse võimalikud koodid.,,,1.3.6.1.4.1.28284.6.2.2.33.3,1.3.6.1.4.1.28284.6.2.2.33.3.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2019-01-24,46112,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/46112.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/bron-tyhistamise-tagasilykkamise-pohjus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/bron-tyhistamise-tagasilykkamise-pohjus/versions/1/summary,"Loendi 1. versioon publitseeritud 28.01.2019 (termxis ja selgitusfailis 24.01);
concept has no active version;
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus\r
CANCELLED;;Vastuvõtuaeg on juba tühistatud;;;0;24.01.2019;;;1;\r
LATE;;Tervishoiuteenuse osutaja reeglid ei luba enam vastuvõtuaega tühistada;;;0;24.01.2019;;;1;"
TRUE,5,OK,Covid-19 sertifikaatide tüübid,48979,covid19-sertifikaadi-tyyp,25,COVID19SertifikaadiTyyp,COVID-19 sertifikaatide tüübid,,Kasutatakse COVID-19 sertifikaatide teenuses erinevat tüüpi tõendite kirjeldamiseks.,,Uuendamine toimub vastavalt covid-19 sertifikaatide muudatustele.,1.3.6.1.4.1.28284.6.2.2.76,1.3.6.1.4.1.28284.6.2.2.76.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2021-05-05,48982,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/48982.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=display|en,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/covid19-sertifikaadi-tyyp/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/covid19-sertifikaadi-tyyp/versions/1/summary,concept has no active version;,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
CERTVAC;;COVID-19 immuniseerimise tõend;COVID-19 vaccination certificate;;0;05.05.2021;;26.05.2021;TEHIK;1;\r
DCCVAC;;EL digitaalne COVID immuniseerimise tõend;EU digital COVID vaccination certificate;;0;21.05.2021;;26.05.2021;TEHIK;1;"
TRUE,5,OK,CPI indeks,35079,cpi-indeks,10,CPIIndeks,CPI indeks,,"Hambaravi CPI - Indeks parodontaalse ravivajaduse hindamiseks. Hinnatakse kolme näitajat: veritsust, hambakivi ja igemetasku seisundit. Kasutatakse mõõtkavaga nuppsondi.",,Uuendamine toimub vastavalt Eesti Hambaarstide Liidu ja Eesti Ortodontide Seltsi otsusele või vastavalt seadusandluse muudatusele.,1.3.6.1.4.1.28284.6.2.1.226,1.3.6.1.4.1.28284.6.2.1.226.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Hambaarstide Liit,integer,1,1.0.0,2015-01-31,35289,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/35289.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Lühinimetus=synonym,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/cpi-indeks/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/cpi-indeks/versions/1/summary,"Hambaravikaart ja ortodontiakaart. Sellega seotud 2 seltsi. Omanikke peaks olema üks, aga kumb. Ei sega migreerimist.
Concept has no active version;
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
0;0;terve;terve;;0;31.01.2015;;;Eesti Hambaarstide Liit;1;\r
1;1;kerge veritsus pärast sondeerimist, mis on sedastatav otseselt või suupeegliga;kerge veritsus pärast sondeerimist, mis on sedastatav otseselt või suupeegliga;;0;31.01.2015;;;Eesti Hambaarstide Liit;1;"
TRUE,5,OK,CPI määramise segment,17620,cpi-maaramise-segment,21,CPIMaaramiseSegment,CPI määramise segment,,"Hambaravi CPI - Indeks parodontaalse ravivajaduse hindamiseks. Hinnatakse kolme näitajat: veritsust, hambakivi ja igemetasku seisundit. Kasutatakse mõõtkavaga nuppsondi. Hinnangut piirkonnale saab anda juhul, kui selles sektoris on alles vähemalt 2 hammast, mis ei kuulu eemaldamisele.",,Uuendamine toimub vastavalt Eesti Hambaarstide Liidu ja Eesti Ortodontide Seltsi otsusele või vastavalt seadusandluse muudatusele.,1.3.6.1.4.1.28284.6.2.1.119,1.3.6.1.4.1.28284.6.2.1.119.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Hambaarstide Liit,integer,1,1.0.0,2012-01-01,17627,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/17627.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/cpi-maaramise-segment/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/cpi-maaramise-segment/versions/1/summary,"Hambaravikaart ja ortodontiakaart. Sellega seotud 2 seltsi. Omanikke peaks olema üks, aga kumb. Ei sega migreerimist.;
Concept has no active version","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;1. sekstant;1. sekstandi CPI;1. sekstandi CPI;;0;1.01.2012;;;Eesti Hambaarstide Liit ja Eesti Ortodontide Selts;1;\r
2;2. sekstant;2. sekstandi CPI;2. sekstandi CPI;;0;1.01.2012;;;Eesti Hambaarstide Liit ja Eesti Ortodontide Selts;1;"
TRUE,5,OK,Diagnoosi kinnituse meetod,16957,diagnoosi-kinnituse-meetod,26,DiagnoosiKinnituseMeetod,Diagnoosi kinnituse meetod,,Nakkushaiguse kinnitamise meetodid: CLINIC- kliiniline; EPID- epidemioloogiline; MICRO - mikrobioloogiline; SERO- seroloogiline.,,Vastavalt NAKIS registri vajadusele.,1.3.6.1.4.1.28284.6.2.1.124,1.3.6.1.4.1.28284.6.2.1.124.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Terviseamet,integer,1,1.0.0,2011-01-01,16959,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/16959.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Selgitus=comment,
Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/diagnoosi-kinnituse-meetod/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/diagnoosi-kinnituse-meetod/versions/1/summary,Concept has no active version;,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
CLINIC;kliiniline;kliiniline;kliiniline;;;1.01.2011;;;Terviseamet;1;\r
EPID;epidemioloogiline;epidemioloogiline;epidemioloogiline;;;1.01.2011;;;Terviseamet;1;"
TRUE,5,OK,Diagnoosi liik,10161,diagnoosi-liik,14,DiagnoosiLiik,Diagnoosi liik,,Digiloo meditsiinidokumentides võimalikud diagnoosi liigid.,,,1.3.6.1.4.1.28284.6.2.1.2,1.3.6.1.4.1.28284.6.2.1.2.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2018-04-05,44990,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/44990.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/diagnoosi-liik/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/diagnoosi-liik/versions/1/summary,"Versioonid on 1.0, 2 ja 3. Ehk et kui ajalugu ei migra, siis on integer versioneerimine.
concept has no active version","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus\r
ALLERGY;;allergia diagnoos;;;0;01.01.2008;;;1;\r
BY_ILLNESS;;kaasuva haiguse diagnoos;;;0;01.01.2008;;;1;"
TRUE,5,OK,Diagnoosi statistiline liik,215,diagnoosi-statistiline-liik,27,DiagnoosiStatistilineLiik,Diagnoosi statistiline liik,,"Digilugu - diagnoosi täpsustus. 
",,Uuendamine toimub vastavalt taotluste esitamisele ja järgnevale loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.1,1.3.6.1.4.1.28284.6.2.1.1.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2007-05-31,13214,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/13214.csv,1,-,1,-,KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS,"LÜHINIMETUS=synonym,
NIMETUS=display|et,
KOOD=concept-code,
SELGITUS=definition|et,
STAATUS=status",,https://termx.kodality.dev/resources/code-systems/diagnoosi-statistiline-liik/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/diagnoosi-statistiline-liik/versions/1/summary,"Kas selgitused on ammendavad ja samuti loendi eesmärk? Ei takista migreerimist.
concept has no active version;
","KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS\r
1;+;esmashaigestumine ;esmashaigestumine ;;0;31.05.2007;;;;1;(+) esmakordselt elus püstitatud diagnoos\r
2;-;korduvhaigestumine;korduvhaigestumine;;0;31.05.2007;;;;1;(-) korduv diagnoos"
FALSE,0,,Dokumendi tüüp,12499,dokumendi-tyyp,14,DokumendiTyyp,Dokumendi tüüp,,"Standarditud meditsiinidokumendi number loetelust (näiteks 1 - statsionaarne epikriis, 2 - ambulatoorne epikriis, jne)",,,1.3.6.1.4.1.28284.6.2.1.3,1.3.6.1.4.1.28284.6.2.1.3.11,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,-,integer,11,11.0.0,2023-03-08,66892,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/66892.csv,,-,,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;Rühma kood;Rühm,"Selgitus=comment,
Rühm=N/A,
Kood=concept-code,
Vanem_kood=parent,
Rühma kood=N/A,
Kehtivuse_lõpu_kpv=retirementDate,
Pikk_nimetus=definition|et,
Nimetus=display|et,
Staatus=status,
Kehtivuse_alguse_kpv=effectiveDate,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/dokumendi-tyyp/versions/11/concepts,https://termx.kodality.dev/resources/value-sets/dokumendi-tyyp/versions/11/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;Rühma kood;Rühm\r
1;statsionaarne epikriis ;statsionaarne epikriis ;statsionaarne epikriis ;;0;01.01.2008;;;Eesti E-tervise SA;1;;1;Meditsiinidokument - epikriisid\r
2;ambulatoorne epikriis;ambulatoorne epikriis;ambulatoorne epikriis;;0;01.01.2008;;;Eesti E-tervise SA;1;;1;Meditsiinidokument - epikriisid"
TRUE,5,Rutt,Dokumendi tüüp (DL väline),10512,dokumendi-tyyp-dl-valine,24,DokumendiTyyp(DlValine),Dokumendi tüüp (DL väline),,"Välised dokumendid, millele viidatakse meditsiinidokumentides. Võimaldab viidata dokumendile, mis on konkreetse haigusjuhtumiga seotud (näiteks töövõimetusleht).",,Vastavalt Digiloo infosüsteemi standardite uuendustele.,1.3.6.1.4.1.28284.6.2.2.2,1.3.6.1.4.1.28284.6.2.2.2.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2012-07-31,28379,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/28379.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/dokumendi-tyyp-dl-valine/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/dokumendi-tyyp-dl-valine/versions/1/summary,concept has no active version,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
CIW;töövõimetusleht;töövõimetusleht;töövõimetusleht;0;0;7.09.2007;;;;1;\r
INFO;teatis;teatis;teatis;0;0;7.09.2007;;;;1;"
