Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;JSV kood VSR-i jaoks
735960009;;Tubulaarne adenoos;Tubular adenosis (morphologic abnormality);;0;20.03.2018;;;Eesti Patoloogide Selts;1;;
399379004;;Reaktiivne gastropaatia;Reactive gastropathy (disorder);;0;20.03.2018;;;Eesti Patoloogide Selts;1;;
45170000;;Entsefaliit;Encephalitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
63510008;;Diabeetiline nefropaatia, nodulaarne tüüp;Nodular glomerulosclerosis of kidney due to diabetes mellitus (disorder);;0;29.11.2018;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Nodular type diabetic glomerulosclerosis (disorder) -> Nodular glomerulosclerosis of kidney due to diabetes mellitus (disorder);
398696001;;Kongenitaalne pigmentneevus;Congenital pigmented melanocytic nevus (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud väärtust 128881008 Small congenital nevus (morphologic abnormality);
723165007;;Teadmata maliigsuspotentsiaaliga atüüpiline spitsoidne kasvaja;Spitzoid neoplasm of uncertain malignant potential (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
110444002;;Melanotsüütide atüüpiline hüperplaasia;Atypical melanocytic hyperplasia (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
400017009;;Kombineeritud vaskulaarne malformatsioon;Mixed vascular malformation (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234095009;;Lümfaatiline malformatsioon;Lymphatic malformation (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234124003;;Venoosne malformatsioon;Venous malformation (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
33655002;;Krooniline tsüstiit;Chronic cystitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
370053002;;Kasvaja invasioon kõrvalolevas koes;Tumor invasion into adjacent tissues (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
61011009;;Bakteriaalne osteomüeliit;Bacterial osteomyelitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128462008;;Metastaas;Secondary malignant neoplastic disease (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
206525008;;Vastsündinu nekrotiseeriv enterokoliit;Neonatal necrotizing enterocolitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
21594007;;Pahaloomuline;Malignant (qualifier value);;0;29.11.2018;30.11.2021;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, asendajat ei ole;
30807003;;Healoomuline;Benign (qualifier value);;0;29.11.2018;30.11.2021;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, asendajat ei ole;
1963002;;Paroksüsmaalne öine hemoglobinuuria;Paroxysmal nocturnal hemoglobinuria (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
2897005;;Immuuntrombotsütopeenia (ITP);Immune thrombocytopenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
6631009;;Trombotsütoos;Thrombocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
8209004;;Raua liigladestuse kardiomüopaatia;Dilated cardiomyopathy due to hemochromatosis (disorder);;0;29.11.2018;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Dilated cardiomyopathy secondary to hemochromatosis (disorder) -> Dilated cardiomyopathy due to hemochromatosis (disorder);
10893003;;Tuberkuloosne lümfadeniit;Tuberculous adenitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
14998000;;Vereloome küpsemise pidurdumine;Hematopoietic maturation arrest (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
16116004;;Toksoplasma lümfadeniit;Acute lymphadenopathic toxoplasmosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
17342003;;Perekondlik erütrotsütoos;Familial erythrocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
19307009;;Ravimitekkeline trombotsütopeenia;Drug-induced immune thrombocytopenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
19636003;;Monotsütoos;Monocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
19750001;;Pseudolümfoom;Pseudolymphoma (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
23585005;;Lüsosomaalne ladestustõbi;Disorder of lysosomal enzyme (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
28944009;;Tsütomegaloviirushaigus;Cytomegalovirus infection (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
30575002;;Fanconi aneemia;Fanconi's anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
34420000;;Ladestustõbi;Storage disease (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
34925000;;Kaasasündinud megaloblastaneemia;Megaloblastic anemia due to inborn errors of metabolism (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
36070007;;Wiskotti-Aldrichi sündroom;Wiskott-Aldrich syndrome (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
37925008;;Interstitsiaalne müokardiit;Interstitial myocarditis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
40108008;;Talasseemia;Thalassemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
42386007;;Krüptokokoos;Cryptococcosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
44865000;;Teisene polütsüteemia;Secondary polycythemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
45098004;;Kombineeritud geneesiga aneemia;Anemia due to multiple mechanisms (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
46701001;;Äge müokardiit;Acute myocarditis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
48813009;;Lümfopeenia;Lymphocytopenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
51071000;;Mikroangiopaatiline hemolüütiline aneemia;Microangiopathic hemolytic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
51720005;;Halli vereliistaku sündroom;Gray platelet syndrome (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
52641009;;Atüüpiline lümfotsüüt;Atypical lymphocyte (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
52951008;;Kaasasündinud düserütropoeetiline aneemia;Congenital dyserythropoietic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
55482007;;Isoleeritud difuusne granulomatoosne müokardiit;Isolated diffuse granulomatous myocarditis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
55907008;;Omandatud aplastiline aneemia;Acquired aplastic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
56478004;;Leukemoidne reaktsioon;Leukemoid reaction (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
59934002;;Süfiliitiline lümfadeniit;Secondary syphilitic adenopathy (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
60812006;;Hiidrakuline müokardiit;Giant cell myocarditis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
61462000;;Malaaria;Malaria (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
62005008;;Koktsidioidmükoos;Coccidiosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
41841004;;Sideroblastaneemia;Sideroblastic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
63603005;;Parvoviirus B19;Primate erythroparvovirus 1 (organism);;0;29.11.2018;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: B19 virus (organism) -> Primate erythroparvovirus 1 (organism);
65209002;;Basofiilia;Basophilia (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
73241006;;Vereloome düspoees;Abnormal hematopoiesis (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
73255003;;Megaloblastoidne erütropoees;Megaloblastoid erythropoiesis (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
254595005;;Soole nodulaarne lümfoidhüperplaasia;Nodular lymphoid hyperplasia of intestine (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
76255006;;Histoplasmoos;Infection caused by Histoplasma capsulatum (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
78129009;;Trombootiline trombotsütopeeniline purpura;Thrombotic thrombocytopenic purpura (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
84863008;;Atüüpiline lümfoblast;Atypical lymphoblast (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
85559002;;Pelgeri-Hueti anomaalia;Pelger-Huët anomaly (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
85589009;;Kodarluu aplaasia - trombotsütopeenia sündroom;Radial aplasia-thrombocytopenia syndrome (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
85613007;;Lihaskiudude degeneratsioon;Degenerating muscle fiber (cell);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
85898001;;Kardiomüopaatia;Cardiomyopathy (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
87117006;;Inimese immuunpuudulikkuse viirustõbi ägeda lümfadeniidiga;Human immunodeficiency virus infection with acute lymphadenitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
87628006;;Bakterhaigus;Bacterial infectious disease (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
88594005;;Herpesviirushaigus;Herpes simplex (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
88854002;;Blackfani-Diamondi aneemia;Congenital hypoplastic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
89454001;;Shwachmani-Diamondi sündroom;Shwachman syndrome (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
89655007;;Kaasasündinud neutropeenia;Congenital neutropenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
90175006;;Omandatud sideroblastaneemia;Secondary acquired sideroblastic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
91025000;;Idiopaatiline müokardiit;Idiopathic myocarditis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
111396008;;Chediaki-Higashi sündroom;Chédiak-Higashi syndrome (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
111574001;;Vasevaegusega seotud aneemia;Anemia due to copper deficiency (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
124331002;;Püruvaatkinaasivaegusaneemia;Deficiency of pyruvate kinase (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
125367004;;Primaarne amüloidi ladestumine;Primary amyloid deposition (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
125368009;;Sekundaarne amüloidi ladestumine;Secondary amyloid deposition (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
127034005;;Pantsütopeenia;Pancytopenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
127213008;;Lümfisõlme angiofollikulaarne hüperplaasia, hüaliinvaskulaarne tüüp;Angiofollicular lymph node hyperplasia, hyaline-vascular type (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
127214002;;Lümfisõlme angiofollikulaarne hüperplaasia, plasmarakuline tüüp;Angiofollicular lymph node hyperplasia, plasma cell type (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
127215001;;Idutsentri progressiivne transformatsioon;Progressively transformed germinal centers (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128864004;;Naha T-rakuline pseudolümfoom;Cutaneous T-cell pseudolymphoma (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128865003;;Naha B-rakuline pseudolümfoom;Cutaneous B-cell pseudolymphoma (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
167921008;;Luuüdi megaloblastoidsed muutused;Bone marrow megaloblastic (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
191169008;;Pärilik elliptotsütoos;Hereditary elliptocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234091000;;Atüüpiline mükobakterioosne lümfadeniit;Atypical mycobacterial lymphadenitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234347009;;Kroonilise haiguse aneemia;Anemia of chronic disorder (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234366009;;Alkoholitekkene sideroblastaneemia;Alcohol-related sideroblastic anemia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234375006;;Laste punalibleaplaasia;Transient erythroblastopenia of childhood (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
234437005;;Hemofagotsüütne lümfohistiotsütoos;Hemophagocytic lymphohistiocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
240486003;;Parvoviirusnakkuse tekkene aplastiline kriis;Parvoviral aplastic crisis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
267535004;;Kaasasündinud trombootiline trombotsütopeeniline purpura;Congenital thrombocytopenic purpura (disorder);;0;29.11.2018;30.05.2023;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 373420004 Upshaw-Schulman syndrome (disorder);
271558008;;Nakkuslik mononukleoos;Infectious mononucleosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
278363000;;Alkoholitekkeline makrotsütoos;Alcoholic macrocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
371106008;;Rasedusega seotud idiopaatiline trombotsütopeenia;Idiopathic maternal thrombocytopenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
399894006;;Kimura tõbi;Kimura's disease (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
399945005;;Naha haaratusega Castlemani tõbi;Castleman's superficial pseudotumor, involving skin (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
402748000;;Ravimitekkeline pseudolümfoom;Pseudolymphomatous eruption caused by drug (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
414850009;;Neutrofiilia;Neutrophilia disorder (disorder);;0;29.11.2018;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Neutrophilia (disorder) -> Neutrophilia disorder (disorder);
417357006;;Sirprakkaneemia;Sickling disorder due to hemoglobin S (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
426121003;;Granulomatoosne lümfadeniit;Granulomatous lymphadenitis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
427372006;;Eosinofiilne müokardiit;Eosinophilic myocarditis (disorder);;0;29.11.2018;;31.05.2021;Eesti Patoloogide Selts;1;Muudetud nimetust: Eosinofiilne Löffneri müokardiit -> Eosinofiilne müokardiit;
427443009;;Krooniline lümfotsütaarne müokardiit;Lymphocytic myocarditis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
428383000;;Ravimitekkeline aneemia;Anemia caused by medication (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
445961003;;Ebaefektiivne vereloome;Ineffective hematopoiesis (finding);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
713507008;;Inimese immuunpuudulikkuse viirustõbi lümfadenopaatiaga;Lymphadenopathy co-occurrent with human immunodeficiency virus infection (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
714460000;;HHV8 indutseeritud Castlemani tõbi;Castleman disease co-occurrent with infection caused by Human herpesvirus 8 (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
716336002;;Kaasasündinud amegakarüotsüütne trombotsütopeenia;Congenital amegakaryocytic thrombocytopenia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
722067005;;Raske kombineeritud immuunpuudulikus eosinofiiliaga;Severe combined immunodeficiency with hypereosinophilia (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
722957003;;Siirdamisjärgne lümfoproliferatiivne sündroom, plasmarakuline tüüp;Reactive plasmacytic hyperplasia post-transplant lymphoproliferative disorder (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
735444001;;Sekundaarne lümfotsütoos;Acquired lymphocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
397356009;;Indolentne süsteemne mastotsütoos;Indolent systemic mastocytosis (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
397357000;;Vereloomekasvajaga seotud süsteemne mastotsütoos;Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
397358005;;Agressiivse kuluga süsteemne mastotsütoos;Aggressive systemic mastocytosis (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
397337004;;Müelodüsplastiline sündroom ringjate sideroblastidega ja multilineaarse düsplaasiaga;Refractory cytopenia with multilineage dysplasia and ringed sideroblasts (morphologic abnormality);;0;29.11.2018;28.04.2020;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 789435006 Myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia (morphologic abnormality);
397338009;;Müelodüsplastiline sündroom blastide liiaga I;Myelodysplastic syndrome with excess blasts-1 (morphologic abnormality);;0;29.11.2018;;30.11.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Refractory anemia with excess blasts I (morphologic abnormality) -> Myelodysplastic syndrome with excess blasts-1 (morphologic abnormality);
397339001;;Müelodüsplastiline sündroom blastide liiaga II;Myelodysplastic syndrome with excess blasts-2 (morphologic abnormality);;0;29.11.2018;;30.11.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Refractory anemia with excess blasts II (morphologic abnormality) -> Myelodysplastic syndrome with excess blasts-2 (morphologic abnormality);
128848007;;Müelodüsplastiline sündroom blastide liiaga transformatsioonifaasis;Refractory anemia with excess blasts in transformation (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
414792005;;Müeloidkasvaja, täpsustamata;Myeloid neoplasm (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
724643004;;Downi sündroomiga seotud transitoorne müelopoeesi häire;Transient abnormal myelopoiesis co-occurrent with Down syndrome (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
450913003;;Äge leukeemia mitme liinikuuluvuse tunnustega, täpsustamata;Mixed phenotype acute leukemia (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128824003;;Varase T-eellasraku lümfoblastleukeemia;Precursor T-cell lymphoblastic leukemia (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
285426000;;IgM monoklonaalne gammopaatia, määratlemata tähendusega;Immunoglobulin M monoclonal gammopathy of uncertain significance (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
35601003;;Mitte-IgM monoklonaalne gammopaatia, määratlemata tähendusega;Monoclonal gammopathy of undetermined significance (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128817004;;Primaarne amüloidoos;Immunoglobulin deposition disease (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
721555001;;Kaksteistsõrmiku follikulaarne lümfoom;Follicular lymphoma of small intestine (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
449418000;;Munandi follikulaarne lümfoom;Follicular non-Hodgkin's lymphoma of testis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
734066005;;Primaarne kesknärvisüsteemi difuusne B-suurrakklümfoom;Diffuse large B-cell lymphoma of central nervous system (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128810002;;Langerhansi rakuline histiotsütoos, monostootiline;Langerhans cell histiocytosis, unifocal (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128811003;;Langerhansi rakuline histiotsütoos, polüstootiline;Langerhans cell histiocytosis, multifocal (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
721313009;;Dendriitrakk-kasvaja, täpsustamata;Indeterminate dendritic cell neoplasm (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128812005;;Langerhansi rakuline histiotsütoos, dissemineeritud;Langerhans cell histiocytosis, disseminated (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
33286000;;Sekundaarne immuunpuudulikkus;Secondary immune deficiency disorder (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
445964006;;Monomorfne siirdamisjärgne lümfoproliferatiivne haigus;Monomorphic posttransplant lymphoproliferative disorder (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
277654008;;Enteropaatiaga seotud T-rakklümfoom;Enteropathy-associated T-cell lymphoma (disorder);;0;29.11.2018;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
255149000;;Eesnäärme intraduktaalne kartsinoom;Carcinoma in situ of prostatic ducts (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
450894009;;Adenokartsinoom, pankreatobiliaarne tüüp;Pancreatobiliary-type carcinoma (morphologic abnormality);;0;29.11.2018;;30.11.2021;Eesti Patoloogide Selts;1;Parandatud nimetust: Adenokartsinoom, pankreatobiliaane tüüp -> Adenokartsinoom, pankreatobiliaarne tüüp;
388676006;;Adenokartsinoom, foveolaarne tüüp;Well differentiated adenocarcinoma, gastric foveolar type (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
396891002;;Atsinaar-endokriinne kartsinoom;Mixed acinar-endocrine carcinoma (morphologic abnormality);;0;29.11.2018;;28.04.2020;Eesti Patoloogide Selts;1;Muudetud eestikeelne nimetus: Atsinaar-neuroendokriinne kartsinoom-> Atsinaar-endokriinne kartsinoom;
396892009;;Duktaal-neuroendokriinne kartsinoom;Mixed ductal-endocrine carcinoma (morphologic abnormality);;0;29.11.2018;28.04.2020;;Eesti Patoloogide Selts;0;;
13213009;;Südame kaasasündinud väärarend;Congenital heart disease (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
90009001;;Abnormne nabaväät;Abnormal umbilical cord (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
3391005;;Kasvajarakke ei ole;Negative for tumor cells (finding);;0;29.11.2018;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
363640004;;Follikulaarne kasvaja;Follicular neoplasm (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
443157008;;Sessiilne serraatlesioon düsplaasiata;Sessile serrated adenoma (morphologic abnormality);;0;29.11.2018;;31.05.2022;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
400080004;;Porokeratoos;Porokeratosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
21964009;;Lümfoom, teisiti täpsustamata;Malignant lymphoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;29.11.2018;31.05.2022;13.12.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1163043007 Malignant lymphoma (morphologic abnormality);4- vähk
64575004;;Väikserakuline lümfoom;Malignant lymphoma, small lymphocytic (morphologic abnormality);;0;29.11.2018;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
13238004;;Granulaarrakuline kasvaja, pahaloomuline;Granular cell tumor, malignant (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
128894005;;Hidradenokartsinoom;Nodular hidradenoma, malignant (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab väärtust 32272007 Sweat gland adenocarcinoma (morphologic abnormality);
403983000;;Kaposiformne hemangioendotelioom;Kaposiform hemangioendothelioma (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
400065005;;Müoperitsütoom;Myopericytoma (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
238853007;;Pindmine fibromatoos;Superficial fibromatosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
302821007;;Skleroseeruv basaalrakuline kartsinoom;Basal cell carcinoma - sclerosing type (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
134152008;;Morfeoformne basaalrakuline kartsinoom;Basal cell carcinoma - morpheic (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
399585007;;Pigmenteerunud basaalrakuline kartsinoom;Pigmented basal cell carcinoma (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
72100002;;Solaarne lentiigo;Solar lentigo (disorder);;0;29.11.2018;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Senile lentigo (disorder) -> Solar lentigo (disorder);
398660000;;Naevus spilus;Nevus spilus (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
24653009;;Käävrakuline melanoom, tüüp A;Spindle cell melanoma, type A (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
40244008;;Käävrakuline melanoom, tüüp B;Spindle cell melanoma, type B (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
255006004;;Konjuktiivi neevus;Nevus of conjunctiva (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
722689005;;Konjuktiivi melanoom in situ;Melanoma in situ of conjunctiva (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
255004001;;Konjuktiivi melanoom;Malignant melanoma of conjunctiva (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
254803001;;Meyersoni neevus;Myerson's nevus (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
253051001;;Brenneri kasvaja, healoomuline;Benign Brenner tumor (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud väärtust 74739000 Brenner tumor (morphologic abnormality);
699537002;;Erdheim-Chesteri tõbi;Polyostotic sclerosing histiocytosis (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud väärtust 703711007 Erdheim-Chester disease (morphologic abnormality);
767376003;;Lentiigo;Lentigo (morphologic abnormality);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud väärtust 398744007 Lentigo (disorder);
767356009;;Nabothi retentsioonitsüst;Mucous retention cyst of cervix uteri (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud väärtust 24565001 Nabothian follicles on cervix (disorder);
254817005;;Okulodermaalne melanotsütoos;Oculocutaneous melanocytic nevus (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud väärtust 28728008 Polycystic kidney disease, adult type (disorder);
765330003;;Autosoom-dominantne polütsüstiline neeruhaigus;Autosomal dominant polycystic kidney disease (disorder);;0;29.11.2018;;;Eesti Patoloogide Selts;1;;
