Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;;
P35.0;"Kaasasündinud punetistesündroom; Kaasasündinud punetistekopsupõletik";"Kaasasündinud punetistesündroom; Kaasasündinud punetistekopsupõletik";"Kaasasündinud punetistesündroom; Kaasasündinud punetistekopsupõletik";0;1;01.01.2011;;;Terviseamet;1;;;
P37.1;Kaasasündinud toksoplasmoos;Kaasasündinud toksoplasmoos;Kaasasündinud toksoplasmoos;0;1;01.01.2011;;;Terviseamet;1;;;
P37.2;Vastsündinu (laialikülvunud) listerioos;Vastsündinu (laialikülvunud) listerioos;Vastsündinu (laialikülvunud) listerioos;0;1;16.03.2019;;;Terviseamet;1;Lisatud tervise- ja tööministri määruse nr 24 §1 alusel;;
Z21;Inimese immuunpuudulikkuse viirusnakkuse asümptomaatiline seisund;Inimese immuunpuudulikkuse viirusnakkuse asümptomaatiline seisund;Inimese immuunpuudulikkuse viirusnakkuse asümptomaatiline seisund;;0;01.01.2011;;;Terviseamet;1;;;
T14.1;Teisiti täpsustamata loomahammustus;Teisiti täpsustamata loomahammustus;Teisiti täpsustamata loomahammustus;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
U04;Äge raskekujuline respiratoorne sündroom, SARS;Äge raskekujuline respiratoorne sündroom, SARS;Äge raskekujuline respiratoorne sündroom, SARS;;0;01.01.2011;;;Terviseamet;1;;;
U04.9;Teisiti täpsustamata äge raskekujuline respiratoorne sündroom;Teisiti täpsustamata äge raskekujuline respiratoorne sündroom;Teisiti täpsustamata äge raskekujuline respiratoorne sündroom;;1;28.01.2021;;;Terviseamet;1;;;
U07.1;COVID-19, laboratoorselt kinnitatud;COVID-19, laboratoorselt kinnitatud;COVID-19, laboratoorselt kinnitatud;;0;27.03.2020;;08.04.2020;Terviseamet;1;Viidud nimetused kooskõlla ametliku RKH-10 loendiga;;
U07.2;COVID-19, laboratoorselt kinnitamata;COVID-19, laboratoorselt kinnitamata;COVID-19, laboratoorselt kinnitamata;;0;27.03.2020;;;Terviseamet;1;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
