Tasandi nimetus;Kood;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;;;;;
kood;NGE92;"Muu operatsioon põlveliigese kapslil või sidemel; tagumine ristatiside, lahtine";"Other operation on capsule or ligament of knee; posterior cruciate, open";;3;01.01.2003;;;1;;;;;;
kood;NGE93;"Muu operatsioon põlveliigese kapslil või sidemel; mediaalne kollateraalside";"Other operation on capsule or ligament of knee; medial collateral";;3;01.01.2003;;;1;;;;;;
kood;NGE94;"Muu operatsioon põlveliigese kapslil või sidemel; lateraalne kollateraalside";"Other operation on capsule or ligament of knee; lateral collateral";;3;01.01.2003;;;1;;;;;;
kood;NGE95;"Muu operatsioon põlveliigese kapslil või sidemel; eesmine ristatiside, artroskoopiline";"Other operation on capsule or ligament of knee; anterior cruciate, arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGE96;"Muu operatsioon põlveliigese kapslil või sidemel; tagumine ristatiside, artroskoopiline";"Plastic repair or reinsertion of cruciate and collateral ligaments of the knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
3. tasand;NGF;Operatsioonid põlve sünoviaalmembraanil ja liigespindadel;;;2;01.01.2003;;;1;;;;;;
kood;NGF01;"Põlve totaalne sünovektoomia; artroskoopiline";"Total synovectomy of knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGF02;"Põlve totaalne sünovektoomia; lahtine";"Total synovectomy of knee; open";;3;01.01.2003;;;1;;;;;;
kood;NGF03;"Põlve totaalne sünovektoomia; määratlemata";"Total synovectomy of knee; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGF11;"Põlve osaline sünovektoomia; artroskoopiline";"Partial synovectomy of knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGF12;"Põlve osaline sünovektoomia; lahtine";"Partial synovectomy of knee; open";;3;01.01.2003;;;1;;;;;;
kood;NGF13;"Põlve osaline sünovektoomia; määratlemata";"Partial synovectomy of knee; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGF21;"Põlveliigese liigespinna fragmendi fiksatsioon; artroskoopiline";"Fixation of fragment of surface of knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGF22;"Põlveliigese liigespinna fragmendi fiksatsioon; lahtine";"Fixation of fragment of surface of knee; open";;3;01.01.2003;;;1;;;;;;
kood;NGF23;"Põlveliigese liigespinna fragmendi fiksatsioon; määratlemata";"Fixation of fragment of surface of knee; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGF31;"Põlveliigese kõhre osaline ekstsisioon; artroskoopiline";"Partial excision of joint cartilage of knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGF32;"Põlveliigese kõhre osaline ekstsisioon; lahtine";"Partial excision of joint cartilage of knee; open";;3;01.01.2003;;;1;;;;;;
kood;NGF33;"Põlveliigese kõhre osaline ekstsisioon; määratlemata";"Partial excision of joint cartilage of knee; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGF91;"Muu operatsioon põlve sünoviaalmembraanil või liigespinnal; artroskoopiline";"Other operation on synovia or joint surface of knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGF92;"Muu operatsioon põlve sünoviaalmembraanil või liigespinnal; lahtine";"Other operation on synovia or joint surface of knee; open";;3;01.01.2003;;;1;;;;;;
kood;NGF93;"Muu operatsioon põlve sünoviaalmembraanil või liigespinnal; määratlemata";"Other operation on synovia or joint surface of knee; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NGG;Põlveliigese ekstsisioon, rekonstruktsioon ja artrodees;;;2;01.01.2003;;;1;;;;;;
kood;NGG09;Põlveliigese ekstsisiooni artroplastika;Excision arthroplasty of knee;;3;01.01.2003;;;1;;;;;;
kood;NGG19;Põlveliigese interpositsiooni artroplastika;Interposition arthroplasty of knee;;3;01.01.2003;;;1;;;;;;
kood;NGG29;Muu põlveliigese artroplastika ilma proteesimiseta;Other arthroplasty of knee without prosthetic replacement;;3;01.01.2003;;;1;;;;;;
kood;NGG39;Põlveliigese artrodees ilma fiksatsioonita;Fusion of knee joint without fixation;;3;01.01.2003;;;1;;;;;;
kood;NGG49;Põlveliigese artrodees sisemise fiksatsiooniga;Fusion of knee joint with internal fixation;;3;01.01.2003;;;1;;;;;;
kood;NGG59;Põlveliigese artrodees välise fiksatsiooniga;Fusion of knee joint with external fixation;;3;01.01.2003;;;1;;;;;;
kood;NGG99;Põlveliigese muu ekstsisioon, rekonstruktsioon või artrodees;Other excision, reconstruction or fusion of knee joint;;3;01.01.2003;;;1;;;;;;
3. tasand;NGH;Erinevad operatsioonid põlveliigesel;;;2;01.01.2003;;;1;;;;;;
kood;NGH00;"Põlveliigese luksatsiooni paigaldamine; kinnine";"Reduction of dislocation of knee joint; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH01;"Põlveliigese luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation of knee joint; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH02;"Põlveliigese luksatsiooni paigaldamine; lahtine";"Reduction of dislocation of knee joint; open";;3;01.01.2003;;;1;;;;;;
kood;NGH09;"Põlveliigese luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation of knee joint; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH10;"Kederluu luksatsiooni paigaldamine; kinnine";"Reduction of dislocation of patella; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH11;"Kederluu luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation of patella; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH12;"Kederluu luksatsiooni paigaldamine; lahtine";"Reduction of dislocation of patella; open";;3;01.01.2003;;;1;;;;;;
kood;NGH19;"Kederluu luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation of patella; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH20;"Põlveliigese proteesi luksatsiooni paigaldamine; kinnine";"Reduction of dislocation prosthesis of knee joint; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH21;"Põlveliigese proteesi luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation of prosthesis of knee joint; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH22;"Põlveliigese proteesi luksatsiooni paigaldamine; lahtine";"Reduction of dislocation prosthesis of knee joint; open";;3;01.01.2003;;;1;;;;;;
kood;NGH29;"Põlveliigese proteesi luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation of prosthesis of knee joint; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH30;"Põlveliigese liidete vabastamine; kinnine";"Freeing of adhesions of knee joint; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH31;"Põlveliigese liidete vabastamine; artroskoopiline";"Freeing of adhesions of knee joint; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH32;"Põlveliigese liidete vabastamine; lahtine";"Freeing of adhesions of knee joint; open";;3;01.01.2003;;;1;;;;;;
kood;NGH39;"Põlveliigese liidete vabastamine; määratlemata";"Freeing of adhesions of knee joint; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH40;"Võõrkeha või vaba keha eemaldamine põlveliigesest; kinnine";"Removal of foreign or loose body from knee joint; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH41;"Võõrkeha või vaba keha eemaldamine põlveliigesest; artroskoopiline";"Removal of foreign or loose body from knee joint; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH42;"Võõrkeha või vaba keha eemaldamine põlveliigesest; lahtine";"Removal of foreign or loose body from knee joint; open";;3;01.01.2003;;;1;;;;;;
kood;NGH49;"Võõrkeha või vaba keha eemaldamine põlveliigesest; määratlemata";"Removal of foreign or loose body from knee joint; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH50;"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; kinnine";"Excision of intraarticular exostosis or osteophyte of knee; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH51;"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; artroskoopiline";"Excision of intraarticular exostosis or osteophyte of knee; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH52;"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; lahtine";"Excision of intraarticular exostosis or osteophyte of knee; open";;3;01.01.2003;;;1;;;;;;
kood;NGH59;"Põlveliigese-sisese eksostoosi või osteofüüdi ekstsisioon; määratlemata";"Excision of intraarticular exostosis or osteophyte of knee; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH70;"Operatsioon põlveliigese habituaalse luksatsiooni korral; kinnine";"Operation for habitual dislocation of knee joint; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH71;"Operatsioon põlveliigese habituaalse luksatsiooni korral; artroskoopiline";"Operation for habitual dislocation of knee joint; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH72;"Operatsioon põlveliigese habituaalse luksatsiooni korral; lahtine";"Operation for habitual dislocation of knee joint; open";;3;01.01.2003;;;1;;;;;;
kood;NGH79;"Operatsioon põlveliigese habituaalse luksatsiooni korral; määratlemata";"Operation for habitual dislocation of knee joint; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGH90;"Muu operatsioon põlveliigesel; kinnine";"Other operation on knee joint; closed";;3;01.01.2003;;;1;;;;;;
kood;NGH91;"Muu operatsioon põlveliigesel; artroskoopiline";"Other operation on knee joint; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NGH92;"Muu operatsioon põlveliigesel; lahtine";"Other operation on knee joint; open";;3;01.01.2003;;;1;;;;;;
kood;NGH99;"Muu operatsioon põlveliigesel; määratlemata";"Other operation on knee joint; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NGJ;Põlve ja sääre luu murru kirurgia;;;2;01.01.2003;;;1;;;;;;
kood;NGJ00;"Põlve- või sääreluu murru kinnine paigaldamine; kederluu";"Closed reduction of fracture of knee or lower leg; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ01;"Põlve- või sääreluu murru kinnine paigaldamine; sääreluu proksimaalne osa";"Closed reduction of fracture of knee or lower leg; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ02;"Põlve- või sääreluu murru kinnine paigaldamine; sääreluu keskosa";"Closed reduction of fracture of knee or lower leg; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ03;"Põlve- või sääreluu murru kinnine paigaldamine; pindluu";"Closed reduction of fracture of knee or lower leg; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ04;"Põlve- või sääreluu murru kinnine paigaldamine; muu või määratlemata";"Closed reduction of fracture of knee or lower leg; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ10;"Põlve- või sääreluu murru lahtine paigaldamine; kederluu";"Open reduction of fracture of knee or lower leg; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ11;"Põlve- või sääreluu murru lahtine paigaldamine; sääreluu proksimaalne osa";"Open reduction of fracture of knee or lower leg; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ12;"Põlve- või sääreluu murru lahtine paigaldamine; sääreluu keskosa";"Open reduction of fracture of knee or lower leg; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ13;"Põlve- või sääreluu murru lahtine paigaldamine; pindluu";"Open reduction of fracture of knee or lower leg; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ14;"Põlve- või sääreluu murru lahtine paigaldamine; muu või määratlemata";"Open reduction of fracture of knee or lower leg; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ20;"Põlve- või sääreluu murru väline fiksatsioon; kederluu";"External fixation of fracture of knee or lower leg; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ21;"Põlve- või sääreluu murru väline fiksatsioon; sääreluu proksimaalne osa";"External fixation of fracture of knee or lower leg; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ22;"Põlve- või sääreluu murru väline fiksatsioon; sääreluu keskosa";"External fixation of fracture of knee or lower leg; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ23;"Põlve- või sääreluu murru väline fiksatsioon; pindluu";"External fixation of fracture of knee or lower leg; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ24;"Põlve- või sääreluu murru väline fiksatsioon; muu või määratlemata";"External fixation of fracture of knee or lower leg; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ30;"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; kederluu";"Internal fixation of fracture of knee or lower leg using bioimplant; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ31;"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; sääreluu proksimaalne osa";"Internal fixation of fracture of knee or lower leg using bioimplant; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ32;"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; sääreluu keskosa";"Internal fixation of fracture of knee or lower leg using bioimplant; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ33;"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; pindluu";"Internal fixation of fracture of knee or lower leg using bioimplant; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ34;"Põlve- või sääreluu murru sisemine fiksatsioon bioimplantaadiga; muu või määratlemata";"Internal fixation of fracture of knee or lower leg using bioimplant; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ40;"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kederluu";"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ41;"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; sääreluu proksimaalne osa";"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ42;"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; sääreluu keskosa";"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ43;"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; pindluu";"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ44;"Põlve- või sääreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; muu või määratlemata";"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ50;"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; kederluu";"Internal fixation of fracture of knee or lower leg using intramedullary nail; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ51;"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; sääreluu proksimaalne osa";"Internal fixation of fracture of knee or lower leg using intramedullary nail; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ52;"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; sääreluu keskosa";"Internal fixation of fracture of knee or lower leg using intramedullary nail; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ53;"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; pindluu";"Internal fixation of fracture of knee or lower leg using intramedullary nail; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ54;"Põlve- või sääreluu murru sisemine fiksatsioon intramedullaarse naelaga; muu või määratlemata";"Internal fixation of fracture of knee or lower leg using intramedullary nail; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ60;"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; kederluu";"Internal fixation of fracture of knee or lower leg using plate and screws; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ61;"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; sääreluu proksimaalne osa";"Internal fixation of fracture of knee or lower leg using plate and screws; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ62;"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; sääreluu keskosa";"Internal fixation of fracture of knee or lower leg using plate and screws; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ63;"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; pindluu";"Internal fixation of fracture of knee or lower leg using plate and screws; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ64;"Põlve- või sääreluu murru sisemine fiksatsioon plaadi ja kruvidega; muu või määratlemata";"Internal fixation of fracture of knee or lower leg using plate and screws; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ70;"Põlve- või sääreluu murru sisemine fiksatsioon ainult kruvidega; kederluu";"Internal fixation of fracture of knee or lower leg using screws alone; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ71;"Põlve- või sääreluu murru sisemine fiksatsioon ainult kruvidega; sääreluu proksimaalne osa";"Internal fixation of fracture of knee or lower leg using screws alone; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ72;"Põlve- või sääreluu murru sisemine fiksatsioon ainult kruvidega; sääreluu keskosa";"Internal fixation of fracture of knee or lower leg using screws alone; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ73;"Põlve- või sääreluu murru sisemine fiksatsioon ainult kruvidega; pindluu";"Internal fixation of fracture of knee or lower leg using screws alone; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ74;"Põlve- või sääreluu murru sisemine fiksatsioon ainult kruvidega; muu või määratlemata";"Internal fixation of fracture of knee or lower leg using screws alone; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ80;"Põlve- või sääreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; kederluu";"Internal fixation of fracture of knee or lower leg using other or combined methods; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ81;"Põlve- või sääreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; sääreluu proksimaalne osa";"Internal fixation of fracture of knee or lower leg using other or combined methods; proximal tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ82;"Põlve- või sääreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; sääreluu keskosa";"Internal fixation of fracture of knee or lower leg using other or combined methods; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ83;"Põlve- või sääreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; pindluu";"Internal fixation of fracture of knee or lower leg using other or combined methods; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ84;"Põlve- või sääreluu murru sisemine fiksatsioon muul või kombineeritud meetodil; muu või määratlemata";"Internal fixation of fracture of knee or lower leg using other or combined methods; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGJ90;"Põlve- või sääreluu murru muu kirurgia; kederluu";"Other fracture surgery of knee or lower leg; patella";;3;01.01.2003;;;1;;;;;;
kood;NGJ91;"Põlve- või sääreluu murru muu kirurgia; sääreluu proksimaalne osa";Refixation of fracture of lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGJ92;"Põlve- või sääreluu murru muu kirurgia; sääreluu keskosa";"Other fracture surgery of knee or lower leg; body of tibia";;3;01.01.2003;;;1;;;;;;
kood;NGJ93;"Põlve- või sääreluu murru muu kirurgia; pindluu";"Other fracture surgery of knee or lower leg; fibula";;3;01.01.2003;;;1;;;;;;
kood;NGJ94;"Põlve- või sääreluu murru muu kirurgia; muu või määratlemata";"Other fracture surgery of knee or lower leg; other or unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NGK;Operatsioonid põlve ja sääre luudel;;;2;01.01.2003;;;1;;;;;;
kood;NGK09;Põlve- või sääreluu fragmendi ekstsisioon;Excision of fragment of bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK19;Põlve- või sääreluu murru osaline või täielik ekstsisioon;Partial or total excision of bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK29;Põlve- või sääreluu fenestratsioon või mulgustamine;Fenestration or forage of bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK39;Põlve- või sääreluu tsüsti ekskohleatsioon;Curettage of cyst of bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK47;Sääreluu kasvuplaadi täielik eraldamine;Total separation of growth plate of lower leg;;3;01.01.2010;;;1;;;;;;
kood;NGK48;Sääreluu kasvuplaadi osaline eraldamine;Partial separation of growth plate of lower leg;;3;01.01.2010;;;1;;;;;;
kood;NGK49;Põlve- või sääreluu epifüsiodees;Epiphysiodesis of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK59;Põlve- või sääreluu angulatsioon, rotatsioon või nihutus-osteotoomia;Angulation, rotation or displacement osteotomy of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK69;Põlve- või sääreluu lühendav või pikendav osteotoomia;Shortening or lengthening osteotomy of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK79;Luu transport-operatsioon põlve või sääreluul;Bone transport operation of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK89;Põlve- või sääreluu epifüsaarplaadi distraktsioon-pikendamine;Traction lengthening of epiphyseal plate of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGK99;Muu operatsioon põlve- või sääreluu;Other operation on bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGL;Operatsioonid põlve piirkonna ja säärelihastel ja -kõõlustel;;;2;01.01.2003;;;1;;;;;;
kood;NGL09;Põlve piirkonna lihase või säärelihase vabastamine;Freeing of muscle of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL19;Põlve piirkonna lihase või säärelihase suturatsioon või plastiline korrektsioon;Suture or plastic repair of muscle of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL29;Põlve piirkonna lihase või säärelihase transpositsioon;Transposition of muscle of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL39;Põlve piirkonna lihase või säärelihase müotoomia või tenotoomia;Myotomy or tenotomy of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL49;Põlve piirkonna kõõluse või säärekõõluse suturatsioon või tagasikinnitamine;Suture or reinsertion of tendon of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL59;Põlve piirkonna või sääre tenolüüs või tenosünovektoomia;Tenolysis or tenosynovectomy of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL69;Põlve piirkonna kõõluse või säärekõõluse tenodees, lühendamine või pikendamine;Tenodesis, shortening or lengthening of tendon of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL79;Põlve või sääre lihase või kõõluse ekstsisioon;Excision of muscle or tendon of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL89;Põlve piirkonna kõõluse või säärekõõluse transpositsioon;Transposition of tendon of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGL99;Muu operatsioon põlve piirkonna või säärelihasel või -kõõlusel;Other operation on muscle or tendon of knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGM;Operatsioonid põlve ja sääre fastsial, ganglionil ja limapaunal;;;2;01.01.2003;;;1;;;;;;
kood;NGM09;Põlve või sääre fastsiotoomia;Fasciotomy of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGM19;Põlve või sääre fastsia osaline või täielik ekstsisioon;Partial or total excision of fascia of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGM29;Põlve või sääre fastsia suturatsioon;Suture of fascia of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGM39;Põlve või sääre sünoviaalganglioni ekstsisioon;Excision of synovial ganglion of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGM79;Põlve või sääre limapauna ekstsisioon;Excision of bursa of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGM99;Muu operatsioon põlve või sääre fastsial, ganglionil või limapaunal;Other operation on fascia, ganglion, or bursa of knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGN;Transplantatsioonid põlvel ja säärel;;;2;01.01.2003;;;1;;;;;;
kood;NGN09;Luu autotransplantaat põlve või sääreluule;Autograft of bone to knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGN19;Luu allotransplantaat põlve või sääreluule;Allograft of bone to knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGN29;Luu ksenotransplantaat põlve või sääreluule;Xenograft of bone to knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGN39;Kõõluse transplantatsioon põlvele või säärele;Transplantation of tendon to knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGN49;Kõhre, periosti või fastsia transplantatsioon põlvele või säärele;Transplantation of cartilage, periosteum or fascia to knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGN99;Muu transplantatsioon põlve või sääre kirurgias;Other transplantation in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGP;Replantatsioon ja autotransplantatsioon põlvel ja säärel;;;2;01.01.2003;;;1;;;;;;
kood;NGP29;Jäseme replantatsioon põlve ja sääre tasandil;Replantation of extremity at level of knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGQ;Põlve ja sääre amputatsioon ja sellega seotud operatsioonid ;;;2;01.01.2003;;;1;;;;;;
kood;NGQ09;Põlve eksartikulatsioon;Exarticulation of knee;;3;01.01.2003;;;1;;;;;;
kood;NGQ19;Sääre amputatsioon;Amputation of lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGQ29;Põlve või sääre amputatsiooni- või eksartikulatsiooniköndi revisioon;Revision of exarticulation or amputation stump of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGQ99;Muu amputatsioon või sellega seotud operatsioon põlvel või säärel;Other amputation or related operation on knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGR;Operatsioonid põlve piirkonna ja sääre tuumorite korral;;;2;01.01.2003;;;1;;;;;;
kood;NGR09;Põlve ja sääre pehme koe tuumori mittetäielik ekstsisioon;Incomplete excision of soft tissue tumour of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR19;Põlve ja sääre pehme koe tuumori täielik ekstsisioon;Complete excision of soft tissue tumour of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR29;Põlve ja sääre pehme koe tuumori laiendatud ekstsisioon;Extended excision of soft tissue tumour of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR39;Põlve ja sääre pehme koe tuumori plokk-ekstsisioon;Block excision of soft tissue tumour of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR49;Põlve või sääre luu või kõhre tuumori mittetäielik ekstsisioon;Incomplete excision of tumour of bone or cartilage of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR59;Põlve või sääre luu või kõhre tuumori täielik ekstsisioon;Complete excision of tumour of bone or cartilage of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR69;Põlve või sääre luu või kõhre tuumori laiendatud ekstsisioon;Extended excision of tumour of bone or cartilage of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR79;Põlve või sääre luu või kõhre tuumori plokk-ekstsisioon;Block excision of tumour of bone or cartilage of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGR99;Muu operatsioon põlve või sääre tuumori korral;Other operation for tumour of knee or lower leg;;3;01.01.2003;;;1;;;;;;
